ticker,period,metric,value,unit,source_url,verified
LUV,2008Q1,load_factor,69.8,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238008000007/ex99_1.htm,True
LUV,2008Q2,load_factor,75.2,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238008000012/ex99_1.htm,True
LUV,2008Q3,load_factor,71.6,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238008000016/ex99_1.htm,True
LUV,2008Q4,load_factor,67.8,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238009000002/ex99_1.htm,True
LUV,2009Q1,load_factor,69.9,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238009000014/ex99_1.htm,True
LUV,2009Q2,load_factor,83.2,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238009000030/ex99_1.htm,True
LUV,2009Q3,load_factor,79.6,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238009000040/ex99_1.htm,True
LUV,2009Q4,load_factor,77.3,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238010000004/ex99_1.htm,True
LUV,2010Q1,load_factor,75.9,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238010000025/ex99_1.htm,True
LUV,2010Q2,load_factor,84.9,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238010000081/ex99_1.htm,True
LUV,2010Q3,load_factor,80.9,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238010000092/ex99_1.htm,True
LUV,2010Q4,load_factor,80.7,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238011000004/ex99_1.htm,True
LUV,2011Q2,load_factor,82.3,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238011000064/ex99_1.htm,True
LUV,2011Q3,load_factor,82.0,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238011000083/ex99_1.htm,True
LUV,2011Q4,load_factor,80.5,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238012000004/ex99_1.htm,True
LUV,2012Q1,load_factor,77.3,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238012000014/ex99_1.htm,True
LUV,2012Q2,load_factor,81.9,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238012000085/ex99_1.htm,True
LUV,2012Q3,load_factor,82.1,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238012000101/ex99_1.htm,True
LUV,2012Q4,load_factor,79.6,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238013000007/ex99_1.htm,True
LUV,2013Q1,load_factor,77.1,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238013000016/earningsrelease.htm,True
LUV,2013Q2,load_factor,81.6,percent,https://www.sec.gov/Archives/edgar/data/92380/000009238013000094/a6302013-earningsrelease.htm,True
